date,TICKER,Y
19650430,DOV,1
19650430,DAL,1
19650430,WEC,0
19650430,ADP,0
19650430,FLR,0
19650430,DIS,1
19650430,TGT,1
19650430,LTR,0
19650430,MAC,0
19650430,K,1
19650430,VAR,0
19650430,AMP,0
19650430,MAR,1
19650430,SPG,1
19650430,HWP,0
19650430,FOX,1
19650430,BAX,0
19650430,DUK,0
19650430,XRX,0
19650430,AZP,1
19650430,PKG,0
19650430,CNC,0
19650430,NSC,1
19650430,APD,1
19650430,VNO,1
19650430,KCG,1
19650430,FIS,0
19650430,HES,1
19650430,MET,1
19650430,ALK,1
19650430,AAP,0
19650430,BEN,0
19650430,CCI,1
19650430,CNP,1
19650430,FL,1
19650430,ZIO,1
19650430,HP,1
19650430,HIG,0
19650430,HRL,1
19650430,IAO,0
19650430,IOG,1
19650430,MPC,1
19650430,SPY,1
19650430,MAS,0
19650430,MCO,0
19650430,MDT,0
19650430,NOV,0
19650430,NUE,1
19650430,OXY,0
19650430,PPL,1
19650430,PX,1
19650430,PM,1
19650430,PWR,1
19650430,PSX,0
19650430,CRG,0
19650430,SEE,0
19650430,SHW,1
19650430,STI,0
19650430,INX,0
19650430,VTR,0
19650430,BLG,0
19650430,NWL,1
19650430,WMB,0
19650430,EA,0
19650430,NOB,1
19650430,NI,1
19650430,PLD,1
19650430,AIL,0
19650430,APA,0
19650430,MAT,1
19650430,BDX,0
19650430,CA,0
19650430,WY,0
19650430,MOS,0
19650430,CSZ,1
19650430,CMI,0
19650430,IFF,0
19650430,PND,0
19650430,TL,0
19650430,ZY,0
19650430,CAG,0
19650430,CHD,1
19650430,CUM,1
19650430,PH,0
19650430,RE,1
19650430,EXC,0
19650430,CF,0
19650528,NCM,1
19650528,ACD,1
19650528,ABP,0
19650528,T,0
19650528,AME,0
19650528,A,0
19650528,ADM,1
19650528,DG,0
19650528,APC,1
19650528,CFG,1
19650528,CAH,1
19650528,C,1
19650528,KO,0
19650528,COG,0
19650528,ED,1
19650528,DTE,1
19650528,ENX,1
19650528,J,0
19650528,GD,0
19650528,GE,1
19650528,GM,1
19650528,IR,0
19650528,IBM,1
19650528,IT,0
19650528,KSU,1
19650528,MRO,0
19650528,M,0
19650528,MA,0
19650528,MGM,1
19650528,PCG,1
19650528,PEP,0
19650528,MO,1
19650528,P,1
19650528,PVH,1
19650528,SLB,0
19650528,L,0
19650528,HCA,0
19650528,SD,0
19650528,STX,0
19650528,TEL,1
19650528,UTX,0
19650528,X,1
19650528,VMC,0
19650528,WM,1
19650528,WU,1
19650528,WX,0
19650528,Z,0
19650528,MS,1
19650528,TXN,0
19650528,SCE,1
19650528,CI,0
19650528,DXC,1
19650528,DHI,1
19650528,GS,0
19650528,GT,0
19650528,HSY,1
19650528,KR,1
19650528,MES,0
19650528,GIS,0
19650528,ALL,1
19650528,HAT,0
19650528,MHP,0
19650528,KMB,1
19650528,UA,1
19650528,GPS,0
19650528,PG,1
19650528,ES,1
19650528,AHP,1
19650528,HON,1
19650528,SO,1
19650528,CTR,1
19650528,CL,1
19650528,ACN,0
19650528,BK,1
19650528,NV,0
19650528,FMC,0
19650528,D,0
19650528,DE,1
19650528,BMY,0
19650528,REX,0
19650528,WAG,1
19650528,BA,1
19650528,UAL,0
19650528,ADS,0
19650528,CTL,1
19650528,ROP,1
19650528,TLC,1
19650528,ABT,0
19650528,CBS,1
19650528,RL,1
19650528,HD,0
19650528,XL,0
19650528,AMR,0
19650528,LK,0
19650528,WP,1
19650528,NEM,1
19650528,MCK,1
19650528,PFG,1
19650528,BIW,1
19650528,SGA,0
19650528,IP,1
19650528,BLL,1
19650528,PE,0
19650528,HOU,0
19650528,PFE,1
19650528,EMR,1
19650528,JNJ,0
19650528,GLW,1
19650528,PPG,0
19650528,PPL,0
19650528,MMM,1
19650528,MRK,1
19650528,MOT,0
19650528,MON,1
19650528,OEC,0
19650528,SCG,1
19650528,CVX,0
19650528,CMS,0
19650528,HLT,0
19650528,WPC,1
19650528,AWK,1
19650528,TXT,1
19650528,PEG,0
19650528,HAL,0
19650528,NSP,1
19650528,MSU,1
19650528,AEP,0
19650528,FPL,1
19650528,SIG,1
19650528,EQT,1
19650528,AA,0
19650528,NOC,0
19650528,RTN,0
19650528,UEP,0
19650528,ABC,1
19650528,ONG,1
19650528,CPB,0
19650528,DRE,0
19650528,WHR,1
19650528,HI,1
19650528,FOR,0
19650528,F,1
19650528,DOV,1
19650528,DAL,0
19650528,WEC,0
19650528,ADP,0
19650528,FLR,1
19650528,DIS,0
19650528,TGT,0
19650528,LTR,0
19650528,MAC,0
19650528,K,0
19650528,VAR,0
19650528,AMP,0
19650528,MAR,0
19650528,SPG,0
19650528,HWP,0
19650528,FOX,1
19650528,BAX,1
19650528,DUK,0
19650528,XRX,0
19650528,AZP,1
19650528,PKG,0
19650528,CNC,1
19650528,NSC,0
19650528,APD,0
19650528,VNO,0
19650528,KCG,1
19650528,FIS,1
19650528,HES,1
19650528,MET,1
19650528,ALK,1
19650528,AAP,1
19650528,BEN,0
19650528,CCI,0
19650528,CNP,1
19650528,FL,1
19650528,ZIO,0
19650528,HP,0
19650528,HIG,0
19650528,HRL,1
19650528,IAO,1
19650528,IOG,1
19650528,MPC,1
19650528,SPY,1
19650528,MAS,0
19650528,MCO,0
19650528,MDT,0
19650528,NOV,0
19650528,NUE,0
19650528,OXY,1
19650528,PPL,1
19650528,PX,0
19650528,PM,0
19650528,PWR,1
19650528,PSX,0
19650528,CRG,0
19650528,SEE,1
19650528,SHW,1
19650528,STI,1
19650528,INX,0
19650528,VTR,1
19650528,BLG,0
19650528,NWL,0
19650528,WMB,0
19650528,EA,0
19650528,NOB,1
19650528,NI,0
19650528,PLD,1
19650528,AIL,0
19650528,APA,1
19650528,MAT,0
19650528,BDX,0
19650528,CA,0
19650528,WY,1
19650528,MOS,1
19650528,CSZ,0
19650528,CMI,1
19650528,IFF,0
19650528,PND,1
19650528,TL,1
19650528,ZY,0
19650528,CAG,1
19650528,CHD,0
19650528,CUM,1
19650528,PH,0
19650528,RE,1
19650528,EXC,1
19650528,,0
19650528,,0
19650528,CF,1
19650630,NCM,0
19650630,ACD,0
19650630,ABP,1
19650630,T,0
19650630,AME,1
19650630,A,1
19650630,ADM,0
19650630,DG,1
19650630,APC,1
19650630,CFG,0
19650630,CAH,1
19650630,C,0
19650630,KO,0
19650630,COG,1
19650630,ED,0
19650630,DTE,0
19650630,ENX,0
19650630,J,0
19650630,GD,1
19650630,GE,0
19650630,GM,0
19650630,IR,1
19650630,IBM,0
19650630,IT,1
19650630,KSU,0
19650630,MRO,0
19650630,M,1
19650630,MA,1
19650630,MGM,1
19650630,PCG,0
19650630,PEP,0
19650630,MO,0
19650630,P,0
19650630,PVH,1
19650630,SLB,1
19650630,L,0
19650630,HCA,0
19650630,SD,0
19650630,STX,0
19650630,TEL,1
19650630,UTX,1
19650630,X,0
19650630,VMC,1
19650630,WM,1
19650630,WU,1
19650630,WX,1
19650630,Z,1
19650630,MS,0
19650630,TXN,0
19650630,SCE,0
19650630,CI,1
19650630,DXC,0
19650630,DHI,1
19650630,GS,1
19650630,GT,0
19650630,HSY,0
19650630,KR,0
19650630,MES,1
19650630,GIS,0
19650630,ALL,1
19650630,HAT,1
19650630,MHP,0
19650630,KMB,0
19650630,UA,0
19650630,GPS,0
19650630,PG,0
19650630,ES,0
19650630,AHP,1
19650630,HON,1
19650630,SO,0
19650630,CTR,0
19650630,CL,0
19650630,ACN,1
19650630,BK,1
19650630,NV,0
19650630,FMC,1
19650630,D,1
19650630,DE,0
19650630,BMY,0
19650630,REX,1
19650630,WAG,0
19650630,BA,1
19650630,UAL,1
19650630,ADS,0
19650630,CTL,0
19650630,ROP,0
19650630,TLC,0
19650630,ABT,0
19650630,CBS,0
19650630,RL,0
19650630,HD,1
19650630,XL,0
19650630,AMR,1
19650630,LK,0
19650630,WP,1
19650630,NEM,1
19650630,MCK,1
19650630,PFG,1
19650630,BIW,1
19650630,SGA,0
19650630,IP,1
19650630,BLL,1
19650630,PE,0
19650630,HOU,0
19650630,PFE,0
19650630,EMR,0
19650630,JNJ,1
19650630,GLW,1
19650630,PPG,0
19650630,PPL,0
19650630,MMM,0
19650630,MRK,0
19650630,MOT,1
19650630,MON,1
19650630,OEC,0
19650630,SCG,0
19650630,CVX,0
19650630,CMS,0
19650630,HLT,1
19650630,WPC,1
19650630,AWK,1
19650630,TXT,0
19650630,PEG,0
19650630,HAL,1
19650630,NSP,0
19650630,MSU,0
19650630,AEP,0
19650630,FPL,0
19650630,SIG,0
19650630,EQT,0
19650630,AA,0
19650630,NOC,1
19650630,RTN,1
19650630,UEP,0
19650630,ABC,1
19650630,ONG,0
19650630,CPB,0
19650630,DRE,1
19650630,WHR,0
19650630,HI,1
19650630,FOR,0
19650630,F,1
19650630,DOV,1
19650630,DAL,0
19650630,WEC,0
19650630,ADP,1
19650630,FLR,1
19650630,DIS,1
19650630,TGT,0
19650630,LTR,1
19650630,MAC,1
19650630,K,1
19650630,VAR,1
19650630,AMP,1
19650630,MAR,1
19650630,SPG,0
19650630,HWP,0
19650630,FOX,1
19650630,BAX,1
19650630,DUK,0
19650630,XRX,0
19650630,AZP,0
19650630,PKG,0
19650630,CNC,1
19650630,NSC,1
19650630,APD,1
19650630,VNO,1
19650630,KCG,1
19650630,FIS,1
19650630,HES,0
19650630,MET,1
19650630,ALK,0
19650630,AAP,1
19650630,BEN,1
19650630,CCI,1
19650630,CNP,1
19650630,FL,0
19650630,ZIO,0
19650630,HP,1
19650630,HIG,1
19650630,HRL,0
19650630,IAO,0
19650630,IOG,0
19650630,MPC,1
19650630,SPY,1
19650630,MAS,1
19650630,MCO,1
19650630,MDT,1
19650630,NOV,1
19650630,NUE,0
19650630,OXY,1
19650630,PPL,1
19650630,PX,1
19650630,PM,0
19650630,PWR,0
19650630,PSX,1
19650630,CRG,1
19650630,SEE,0
19650630,SHW,0
19650630,STI,0
19650630,INX,0
19650630,VTR,1
19650630,BLG,1
19650630,NWL,1
19650630,WMB,1
19650630,EA,1
19650630,NOB,0
19650630,NI,0
19650630,PLD,0
19650630,AIL,1
19650630,APA,0
19650630,MAT,1
19650630,BDX,0
19650630,CA,1
19650630,WY,1
19650630,MOS,1
19650630,CSZ,0
19650630,CMI,1
19650630,IFF,1
19650630,PND,0
19650630,TL,1
19650630,ZY,1
19650630,CAG,0
19650630,CHD,0
19650630,CUM,1
19650630,PH,1
19650630,RE,1
19650630,EXC,1
19650630,CMO,0
19650630,PSA,0
19650630,,0
19650630,,0
19650630,CF,0
19650730,NCM,0
19650730,ACD,1
19650730,ABP,0
19650730,T,1
19650730,AME,0
19650730,A,0
19650730,ADM,1
19650730,DG,0
19650730,APC,1
19650730,CFG,1
19650730,CAH,0
19650730,C,1
19650730,KO,1
19650730,COG,0
19650730,ED,1
19650730,DTE,1
19650730,ENX,1
19650730,J,1
19650730,GD,0
19650730,GE,0
19650730,GM,1
19650730,IR,1
19650730,IBM,0
19650730,IT,1
19650730,KSU,1
19650730,MRO,1
19650730,M,1
19650730,MA,1
19650730,MGM,1
19650730,PCG,1
19650730,PEP,0
19650730,MO,1
19650730,P,0
19650730,PVH,0
19650730,SLB,1
19650730,L,0
19650730,HCA,1
19650730,SD,0
19650730,STX,1
19650730,TEL,1
19650730,UTX,1
19650730,X,0
19650730,VMC,0
19650730,WM,0
19650730,WU,1
19650730,WX,0
19650730,Z,1
19650730,MS,0
19650730,TXN,0
19650730,SCE,1
19650730,CI,1
19650730,DXC,1
19650730,DHI,0
19650730,GS,0
19650730,GT,1
19650730,HSY,1
19650730,KR,1
19650730,MES,0
19650730,GIS,0
19650730,ALL,1
19650730,HAT,0
19650730,MHP,0
19650730,KMB,1
19650730,UA,0
19650730,GPS,0
19650730,PG,0
19650730,ES,0
19650730,AHP,1
19650730,HON,1
19650730,SO,1
19650730,CTR,1
19650730,CL,1
19650730,ACN,0
19650730,BK,1
19650730,NV,0
