PERMNO,date,SHRCD,TICKER,COMNAM,CUSIP,PRC,RET,RETX
25320,19710331,11,CPB,CAMPBELL SOUP CO,13442910,31.50000,-0.030769,-0.030769
25320,19710430,11,CPB,CAMPBELL SOUP CO,13442910,31.75000,0.016667,0.007937
25320,19710528,11,CPB,CAMPBELL SOUP CO,13442910,31.75000,0.000000,0.000000
25320,19710630,11,CPB,CAMPBELL SOUP CO,13442910,34.50000,0.086614,0.086614
25320,19710730,11,CPB,CAMPBELL SOUP CO,13442910,34.50000,0.007971,0.000000
25320,19710831,11,CPB,CAMPBELL SOUP CO,13442910,31.25000,-0.094203,-0.094203
25320,19710930,11,CPB,CAMPBELL SOUP CO,13442910,30.25000,-0.032000,-0.032000
25320,19711029,11,CPB,CAMPBELL SOUP CO,13442910,28.50000,-0.048760,-0.057851
25320,19711130,11,CPB,CAMPBELL SOUP CO,13442910,28.00000,-0.017544,-0.017544
25320,19711231,11,CPB,CAMPBELL SOUP CO,13442910,30.00000,0.071429,0.071429
25320,19720131,11,CPB,CAMPBELL SOUP CO,13442910,30.25000,0.017500,0.008333
25320,19720229,11,CPB,CAMPBELL SOUP CO,13442910,28.00000,-0.074380,-0.074380
25320,19720330,11,CPB,CAMPBELL SOUP CO,13442910,30.00000,0.071429,0.071429
25320,19720428,11,CPB,CAMPBELL SOUP CO,13442910,27.87500,-0.061667,-0.070833
25320,19720531,11,CPB,CAMPBELL SOUP CO,13442910,28.25000,0.013453,0.013453
25320,19720630,11,CPB,CAMPBELL SOUP CO,13442910,28.62500,0.013274,0.013274
25320,19720731,11,CPB,CAMPBELL SOUP CO,13442910,28.12500,-0.007860,-0.017467
25320,19720831,11,CPB,CAMPBELL SOUP CO,13442910,27.00000,-0.040000,-0.040000
25320,19720929,11,CPB,CAMPBELL SOUP CO,13442910,26.87500,-0.004630,-0.004630
25320,19721031,11,CPB,CAMPBELL SOUP CO,13442910,28.87500,0.084651,0.074419
25320,19721130,11,CPB,CAMPBELL SOUP CO,13442910,33.00000,0.142857,0.142857
25320,19721229,11,CPB,CAMPBELL SOUP CO,13442910,33.50000,0.015152,0.015152
25320,19730131,11,CPB,CAMPBELL SOUP CO,13442910,30.75000,-0.073284,-0.082090
25320,19730228,11,CPB,CAMPBELL SOUP CO,13442910,33.25000,0.081301,0.081301
25320,19730330,11,CPB,CAMPBELL SOUP CO,13442910,31.75000,-0.045113,-0.045113
25320,19730430,11,CPB,CAMPBELL SOUP CO,13442910,30.87500,-0.018268,-0.027559
25320,19730531,11,CPB,CAMPBELL SOUP CO,13442910,31.50000,0.020243,0.020243
25320,19730629,11,CPB,CAMPBELL SOUP CO,13442910,29.12500,-0.075397,-0.075397
25320,19730731,11,CPB,CAMPBELL SOUP CO,13442910,31.25000,0.083090,0.072961
25320,19730831,11,CPB,CAMPBELL SOUP CO,13442910,29.50000,-0.056000,-0.056000
25320,19730928,11,CPB,CAMPBELL SOUP CO,13442910,32.50000,0.101695,0.101695
25320,19731031,11,CPB,CAMPBELL SOUP CO,13442910,32.25000,0.001385,-0.007692
25320,19731130,11,CPB,CAMPBELL SOUP CO,13442910,30.00000,-0.069767,-0.069767
25320,19731231,11,CPB,CAMPBELL SOUP CO,13442910,30.00000,0.000000,0.000000
25320,19740131,11,CPB,CAMPBELL SOUP CO,13442910,33.87500,0.139000,0.129167
25320,19740228,11,CPB,CAMPBELL SOUP CO,13442910,36.12500,0.066421,0.066421
25320,19740329,11,CPB,CAMPBELL SOUP CO,13442910,33.00000,-0.086505,-0.086505
25320,19740430,11,CPB,CAMPBELL SOUP CO,13442910,35.75000,0.092273,0.083333
25320,19740531,11,CPB,CAMPBELL SOUP CO,13442910,31.00000,-0.132867,-0.132867
25320,19740628,11,CPB,CAMPBELL SOUP CO,13442910,27.75000,-0.104839,-0.104839
25320,19740731,11,CPB,CAMPBELL SOUP CO,13442910,26.87500,-0.020901,-0.031532
25320,19740830,11,CPB,CAMPBELL SOUP CO,13442910,25.00000,-0.069767,-0.069767
25320,19740930,11,CPB,CAMPBELL SOUP CO,13442910,23.25000,-0.070000,-0.070000
25320,19741031,11,CPB,CAMPBELL SOUP CO,13442910,27.00000,0.173978,0.161290
25320,19741129,11,CPB,CAMPBELL SOUP CO,13442910,26.75000,-0.009259,-0.009259
25320,19741231,11,CPB,CAMPBELL SOUP CO,13442910,27.50000,0.039626,0.028037
25320,19750131,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,0.195455,0.195455
25320,19750228,11,CPB,CAMPBELL SOUP CO,13442910,31.25000,-0.049430,-0.049430
25320,19750331,11,CPB,CAMPBELL SOUP CO,13442910,31.00000,-0.008000,-0.008000
25320,19750430,11,CPB,CAMPBELL SOUP CO,13442910,29.50000,-0.038387,-0.048387
25320,19750530,11,CPB,CAMPBELL SOUP CO,13442910,30.87500,0.046610,0.046610
25320,19750630,11,CPB,CAMPBELL SOUP CO,13442910,33.00000,0.068826,0.068826
25320,19750731,11,CPB,CAMPBELL SOUP CO,13442910,32.50000,-0.005758,-0.015152
25320,19750829,11,CPB,CAMPBELL SOUP CO,13442910,31.50000,-0.030769,-0.030769
25320,19750930,11,CPB,CAMPBELL SOUP CO,13442910,29.25000,-0.071429,-0.071429
25320,19751031,11,CPB,CAMPBELL SOUP CO,13442910,33.62500,0.160171,0.149573
25320,19751128,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,-0.022305,-0.022305
25320,19751231,11,CPB,CAMPBELL SOUP CO,13442910,33.50000,0.019011,0.019011
25320,19760130,11,CPB,CAMPBELL SOUP CO,13442910,35.00000,0.054925,0.044776
25320,19760227,11,CPB,CAMPBELL SOUP CO,13442910,34.12500,-0.025000,-0.025000
25320,19760331,11,CPB,CAMPBELL SOUP CO,13442910,34.00000,-0.003663,-0.003663
25320,19760430,11,CPB,CAMPBELL SOUP CO,13442910,31.62500,-0.059853,-0.069853
25320,19760528,11,CPB,CAMPBELL SOUP CO,13442910,31.75000,0.003953,0.003953
25320,19760630,11,CPB,CAMPBELL SOUP CO,13442910,31.12500,-0.019685,-0.019685
25320,19760730,11,CPB,CAMPBELL SOUP CO,13442910,34.50000,0.119357,0.108434
25320,19760831,11,CPB,CAMPBELL SOUP CO,13442910,33.37500,-0.032609,-0.032609
25320,19760930,11,CPB,CAMPBELL SOUP CO,13442910,33.62500,0.007491,0.007491
25320,19761029,11,CPB,CAMPBELL SOUP CO,13442910,34.25000,0.028699,0.018587
25320,19761130,11,CPB,CAMPBELL SOUP CO,13442910,35.75000,0.043796,0.043796
25320,19761231,11,CPB,CAMPBELL SOUP CO,13442910,39.37500,0.101399,0.101399
25320,19770131,11,CPB,CAMPBELL SOUP CO,13442910,37.12500,-0.047746,-0.057143
25320,19770228,11,CPB,CAMPBELL SOUP CO,13442910,38.50000,0.037037,0.037037
25320,19770331,11,CPB,CAMPBELL SOUP CO,13442910,37.37500,-0.029221,-0.029221
25320,19770429,11,CPB,CAMPBELL SOUP CO,13442910,38.00000,0.026622,0.016722
25320,19770531,11,CPB,CAMPBELL SOUP CO,13442910,37.50000,-0.013158,-0.013158
25320,19770630,11,CPB,CAMPBELL SOUP CO,13442910,38.37500,0.023333,0.023333
25320,19770729,11,CPB,CAMPBELL SOUP CO,13442910,38.25000,0.006384,-0.003257
25320,19770831,11,CPB,CAMPBELL SOUP CO,13442910,36.50000,-0.045752,-0.045752
25320,19770930,11,CPB,CAMPBELL SOUP CO,13442910,36.25000,-0.006849,-0.006849
25320,19771031,11,CPB,CAMPBELL SOUP CO,13442910,36.75000,0.024000,0.013793
25320,19771130,11,CPB,CAMPBELL SOUP CO,13442910,35.87500,-0.023810,-0.023810
25320,19771230,11,CPB,CAMPBELL SOUP CO,13442910,33.75000,-0.059233,-0.059233
25320,19780131,11,CPB,CAMPBELL SOUP CO,13442910,31.87500,-0.043704,-0.055556
25320,19780228,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,0.031373,0.031373
25320,19780331,11,CPB,CAMPBELL SOUP CO,13442910,32.37500,-0.015209,-0.015209
25320,19780428,11,CPB,CAMPBELL SOUP CO,13442910,33.25000,0.039382,0.027027
25320,19780531,11,CPB,CAMPBELL SOUP CO,13442910,34.25000,0.030075,0.030075
25320,19780630,11,CPB,CAMPBELL SOUP CO,13442910,33.50000,-0.021898,-0.021898
25320,19780731,11,CPB,CAMPBELL SOUP CO,13442910,34.87500,0.052985,0.041045
25320,19780831,11,CPB,CAMPBELL SOUP CO,13442910,37.12500,0.064516,0.064516
25320,19780929,11,CPB,CAMPBELL SOUP CO,13442910,34.87500,-0.060606,-0.060606
25320,19781031,11,CPB,CAMPBELL SOUP CO,13442910,34.62500,0.004301,-0.007168
25320,19781130,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,-0.050542,-0.050542
25320,19781229,11,CPB,CAMPBELL SOUP CO,13442910,34.00000,0.034221,0.034221
25320,19790131,11,CPB,CAMPBELL SOUP CO,13442910,35.00000,0.042353,0.029412
25320,19790228,11,CPB,CAMPBELL SOUP CO,13442910,33.37500,-0.046429,-0.046429
25320,19790330,11,CPB,CAMPBELL SOUP CO,13442910,33.62500,0.007491,0.007491
25320,19790430,11,CPB,CAMPBELL SOUP CO,13442910,33.75000,0.016803,0.003717
25320,19790531,11,CPB,CAMPBELL SOUP CO,13442910,34.37500,0.018519,0.018519
25320,19790629,11,CPB,CAMPBELL SOUP CO,13442910,33.75000,-0.018182,-0.018182
25320,19790731,11,CPB,CAMPBELL SOUP CO,13442910,32.37500,-0.027704,-0.040741
25320,19790831,11,CPB,CAMPBELL SOUP CO,13442910,33.12500,0.023166,0.023166
25320,19790928,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,-0.007547,-0.007547
25320,19791031,11,CPB,CAMPBELL SOUP CO,13442910,29.75000,-0.081673,-0.095057
25320,19791130,11,CPB,CAMPBELL SOUP CO,13442910,29.12500,-0.021008,-0.021008
25320,19791231,11,CPB,CAMPBELL SOUP CO,13442910,30.00000,0.030043,0.030043
25320,19800131,11,CPB,CAMPBELL SOUP CO,13442910,31.12500,0.053333,0.037500
25320,19800229,11,CPB,CAMPBELL SOUP CO,13442910,28.00000,-0.100402,-0.100402
25320,19800331,11,CPB,CAMPBELL SOUP CO,13442910,26.75000,-0.044643,-0.044643
25320,19800430,11,CPB,CAMPBELL SOUP CO,13442910,27.50000,0.045794,0.028037
25320,19800530,11,CPB,CAMPBELL SOUP CO,13442910,28.37500,0.031818,0.031818
25320,19800630,11,CPB,CAMPBELL SOUP CO,13442910,29.75000,0.048458,0.048458
25320,19800731,11,CPB,CAMPBELL SOUP CO,13442910,30.12500,0.028571,0.012605
25320,19800829,11,CPB,CAMPBELL SOUP CO,13442910,30.50000,0.012448,0.012448
25320,19800930,11,CPB,CAMPBELL SOUP CO,13442910,29.75000,-0.024590,-0.024590
25320,19801031,11,CPB,CAMPBELL SOUP CO,13442910,32.75000,0.116807,0.100840
25320,19801128,11,CPB,CAMPBELL SOUP CO,13442910,29.00000,-0.114504,-0.114504
25320,19801231,11,CPB,CAMPBELL SOUP CO,13442910,31.00000,0.068966,0.068966
25320,19810130,11,CPB,CAMPBELL SOUP CO,13442910,32.75000,0.073387,0.056452
25320,19810227,11,CPB,CAMPBELL SOUP CO,13442910,30.75000,-0.061069,-0.061069
25320,19810331,11,CPB,CAMPBELL SOUP CO,13442910,31.87500,0.036585,0.036585
25320,19810430,11,CPB,CAMPBELL SOUP CO,13442910,31.50000,0.004706,-0.011765
25320,19810529,11,CPB,CAMPBELL SOUP CO,13442910,29.00000,-0.079365,-0.079365
25320,19810630,11,CPB,CAMPBELL SOUP CO,13442910,28.75000,-0.008621,-0.008621
25320,19810731,11,CPB,CAMPBELL SOUP CO,13442910,28.50000,0.009565,-0.008696
25320,19810831,11,CPB,CAMPBELL SOUP CO,13442910,26.62500,-0.065789,-0.065789
25320,19810930,11,CPB,CAMPBELL SOUP CO,13442910,26.62500,0.000000,0.000000
25320,19811030,11,CPB,CAMPBELL SOUP CO,13442910,26.87500,0.029108,0.009390
25320,19811130,11,CPB,CAMPBELL SOUP CO,13442910,27.87500,0.037209,0.037209
25320,19811231,11,CPB,CAMPBELL SOUP CO,13442910,28.62500,0.026906,0.026906
25320,19820129,11,CPB,CAMPBELL SOUP CO,13442910,34.37500,0.219214,0.200873
25320,19820226,11,CPB,CAMPBELL SOUP CO,13442910,32.87500,-0.043636,-0.043636
25320,19820331,11,CPB,CAMPBELL SOUP CO,13442910,34.25000,0.041825,0.041825
25320,19820430,11,CPB,CAMPBELL SOUP CO,13442910,36.50000,0.081022,0.065693
25320,19820528,11,CPB,CAMPBELL SOUP CO,13442910,34.75000,-0.047945,-0.047945
25320,19820630,11,CPB,CAMPBELL SOUP CO,13442910,38.00000,0.093525,0.093525
25320,19820730,11,CPB,CAMPBELL SOUP CO,13442910,34.37500,-0.081579,-0.095395
25320,19820831,11,CPB,CAMPBELL SOUP CO,13442910,36.87500,0.072727,0.072727
25320,19820930,11,CPB,CAMPBELL SOUP CO,13442910,37.37500,0.013559,0.013559
25320,19821029,11,CPB,CAMPBELL SOUP CO,13442910,41.50000,0.124415,0.110368
25320,19821130,11,CPB,CAMPBELL SOUP CO,13442910,41.50000,0.000000,0.000000
25320,19821231,11,CPB,CAMPBELL SOUP CO,13442910,48.37500,0.165663,0.165663
25320,19830131,11,CPB,CAMPBELL SOUP CO,13442910,46.87500,-0.019638,-0.031008
25320,19830228,11,CPB,CAMPBELL SOUP CO,13442910,44.62500,-0.048000,-0.048000
25320,19830331,11,CPB,CAMPBELL SOUP CO,13442910,46.62500,0.044818,0.044818
25320,19830429,11,CPB,CAMPBELL SOUP CO,13442910,45.00000,-0.023056,-0.034853
25320,19830531,11,CPB,CAMPBELL SOUP CO,13442910,48.75000,0.083333,0.083333
25320,19830630,11,CPB,CAMPBELL SOUP CO,13442910,51.00000,0.046154,0.046154
25320,19830729,11,CPB,CAMPBELL SOUP CO,13442910,49.75000,-0.013725,-0.024510
25320,19830831,11,CPB,CAMPBELL SOUP CO,13442910,53.75000,0.080402,0.080402
25320,19830930,11,CPB,CAMPBELL SOUP CO,13442910,54.25000,0.009302,0.009302
25320,19831031,11,CPB,CAMPBELL SOUP CO,13442910,57.62500,0.072350,0.062212
25320,19831130,11,CPB,CAMPBELL SOUP CO,13442910,59.00000,0.023861,0.023861
25320,19831230,11,CPB,CAMPBELL SOUP CO,13442910,61.00000,0.033898,0.033898
25320,19840131,11,CPB,CAMPBELL SOUP CO,13442910,63.00000,0.042213,0.032787
25320,19840229,11,CPB,CAMPBELL SOUP CO,13442910,59.12500,-0.061508,-0.061508
25320,19840330,11,CPB,CAMPBELL SOUP CO,13442910,60.75000,0.027484,0.027484
25320,19840430,11,CPB,CAMPBELL SOUP CO,13442910,60.50000,0.005350,-0.004115
25320,19840531,11,CPB,CAMPBELL SOUP CO,13442910,56.25000,-0.070248,-0.070248
25320,19840629,11,CPB,CAMPBELL SOUP CO,13442910,62.50000,0.111111,0.111111
25320,19840731,11,CPB,CAMPBELL SOUP CO,13442910,60.37500,-0.024800,-0.034000
25320,19840831,11,CPB,CAMPBELL SOUP CO,13442910,62.25000,0.031056,0.031056
25320,19840928,11,CPB,CAMPBELL SOUP CO,13442910,68.00000,0.092369,0.092369
25320,19841031,11,CPB,CAMPBELL SOUP CO,13442910,69.75000,0.034191,0.025735
25320,19841130,11,CPB,CAMPBELL SOUP CO,13442910,68.00000,-0.025090,-0.025090
25320,19841231,11,CPB,CAMPBELL SOUP CO,13442910,69.50000,0.022059,0.022059
25320,19850131,11,CPB,CAMPBELL SOUP CO,13442910,62.00000,-0.098921,-0.107914
25320,19850228,11,CPB,CAMPBELL SOUP CO,13442910,67.25000,0.084677,0.084677
25320,19850329,11,CPB,CAMPBELL SOUP CO,13442910,72.12500,0.072491,0.072491
25320,19850430,11,CPB,CAMPBELL SOUP CO,13442910,65.00000,-0.090121,-0.098787
25320,19850531,11,CPB,CAMPBELL SOUP CO,13442910,76.37500,0.175000,0.175000
25320,19850628,11,CPB,CAMPBELL SOUP CO,13442910,76.75000,0.004910,0.004910
25320,19850731,11,CPB,CAMPBELL SOUP CO,13442910,74.50000,-0.021173,-0.029316
25320,19850830,11,CPB,CAMPBELL SOUP CO,13442910,37.37500,0.003356,0.003356
25320,19850930,11,CPB,CAMPBELL SOUP CO,13442910,38.87500,0.040134,0.040134
25320,19851031,11,CPB,CAMPBELL SOUP CO,13442910,41.00000,0.062701,0.054662
25320,19851129,11,CPB,CAMPBELL SOUP CO,13442910,54.12500,0.320122,0.320122
25320,19851231,11,CPB,CAMPBELL SOUP CO,13442910,49.37500,-0.087760,-0.087760
25320,19860131,11,CPB,CAMPBELL SOUP CO,13442910,47.00000,-0.041418,-0.048101
25320,19860228,11,CPB,CAMPBELL SOUP CO,13442910,52.00000,0.106383,0.106383
25320,19860331,11,CPB,CAMPBELL SOUP CO,13442910,56.00000,0.076923,0.076923
25320,19860430,11,CPB,CAMPBELL SOUP CO,13442910,54.62500,-0.018661,-0.024554
25320,19860530,11,CPB,CAMPBELL SOUP CO,13442910,58.00000,0.061785,0.061785
25320,19860630,11,CPB,CAMPBELL SOUP CO,13442910,64.87500,0.118534,0.118534
25320,19860731,11,CPB,CAMPBELL SOUP CO,13442910,63.37500,-0.018035,-0.023121
25320,19860829,11,CPB,CAMPBELL SOUP CO,13442910,66.25000,0.045365,0.045365
25320,19860930,11,CPB,CAMPBELL SOUP CO,13442910,54.87500,-0.171698,-0.171698
25320,19861031,11,CPB,CAMPBELL SOUP CO,13442910,62.62500,0.147244,0.141230
25320,19861128,11,CPB,CAMPBELL SOUP CO,13442910,60.37500,-0.035928,-0.035928
25320,19861231,11,CPB,CAMPBELL SOUP CO,13442910,57.00000,-0.055901,-0.055901
25320,19870130,11,CPB,CAMPBELL SOUP CO,13442910,58.87500,0.039211,0.032895
25320,19870227,11,CPB,CAMPBELL SOUP CO,13442910,62.75000,0.065817,0.065817
25320,19870331,11,CPB,CAMPBELL SOUP CO,13442910,69.12500,0.101594,0.101594
25320,19870430,11,CPB,CAMPBELL SOUP CO,13442910,66.00000,-0.040000,-0.045208
25320,19870529,11,CPB,CAMPBELL SOUP CO,13442910,62.87500,-0.047348,-0.047348
25320,19870630,11,CPB,CAMPBELL SOUP CO,13442910,66.87500,0.069344,0.063618
25320,19870731,11,CPB,CAMPBELL SOUP CO,13442910,66.62500,-0.003738,-0.003738
25320,19870831,11,CPB,CAMPBELL SOUP CO,13442910,66.37500,-0.003752,-0.003752
25320,19870930,11,CPB,CAMPBELL SOUP CO,13442910,64.87500,-0.017175,-0.022599
25320,19871030,11,CPB,CAMPBELL SOUP CO,13442910,54.25000,-0.163776,-0.163776
25320,19871130,11,CPB,CAMPBELL SOUP CO,13442910,51.87500,-0.043779,-0.043779
25320,19871231,11,CPB,CAMPBELL SOUP CO,13442910,27.87500,0.082795,0.074699
25320,19880129,11,CPB,CAMPBELL SOUP CO,13442910,27.50000,-0.013453,-0.013453
25320,19880229,11,CPB,CAMPBELL SOUP CO,13442910,29.62500,0.077273,0.077273
25320,19880331,11,CPB,CAMPBELL SOUP CO,13442910,27.37500,-0.068861,-0.075949
25320,19880429,11,CPB,CAMPBELL SOUP CO,13442910,26.50000,-0.031963,-0.031963
25320,19880531,11,CPB,CAMPBELL SOUP CO,13442910,26.50000,0.000000,0.000000
